uid,dt-created,dt-modified,event-dt-begin,event-dt-end,event-location,title,link
"20120424155455","2012-04-24 15:54:55 GMT","","2012-05-12","2012-09-09","Moderna Museet, Malmö","Niki de Saint Phalle","http://www.modernamuseet.se/en/Malmo/Exhibitions/2012/Niki-de-Saint-Phalle/"
"20120426104244","2012-04-26 10:42:44 GMT","","2012-10-19","2013-01-13","Kunsthalle der Hypo-Kulturstiftung, München","Magnificent Manuscripts","http://www.hypo-kunsthalle.de/newweb/ebuchmalerei.html"
"20120430081356","2012-04-30 08:13:56 GMT","","2012-05-03","2012-08-12","Barbican Art Gallery, London","Bauhaus: Art as Life","http://www.barbican.org.uk/artgallery/event-detail.asp?ID=12409"
"20120430114556","2012-04-30 11:45:56 GMT","2012-05-17 07:15:26 GMT","2012-05-17","2012-09-16","Vitra Design Museum, Weil am Rhein","Gerrit Rietveld – The Revolution of Space","http://www.design-museum.de/en/exhibitions/detailseiten/gerrit-rietveld.html"
"20120502062726","2012-05-02 06:27:26 GMT","","2012-07-21","2012-11-11","Staatsgalerie, Stuttgart","It's John. John Cage.","http://www.staatsgalerie.de/ausstellung_e/vorabinfo.php?id=93"
"20120506125149","2012-05-06 12:51:49 GMT","2012-05-07 07:52:41 GMT","2012-09-14","2013-01-06","Albertina, Wien","Emperor Maximilian I and the Art of His Time","http://albertina.at:80/jart/prj3/albertina/main.jart?rel=en&reserve-mode=active&content-id=1202307119323&ausstellungen_id=1215680392292"
"20120510103603","2012-05-10 10:36:03 GMT","","2012-06-20","2012-09-23","Liebieghaus, Frankfurt","Jeff Koons. The Sculptor","http://liebieghaus.de/lh/index.php?StoryID=454&websiteLang=en"
"20120510124807","2012-05-10 12:48:07 GMT","","2013-02-21","2013-05-27","Tate Modern, London","Roy Lichtenstein","http://www.tate.org.uk/whats-on/tate-modern/exhibition/roy-lichtenstein"
"20120510143456","2012-05-10 14:34:56 GMT","2013-03-09 11:08:47 GMT","2013-06-08","2013-10-06","Tate Liverpool","Chagall: Modern Master","http://www.tate.org.uk/whats-on/tate-liverpool/exhibition/chagall-modern-master"
"20120510193949","2012-05-10 19:39:49 GMT","","2012-10-10","2013-01-13","National Gallery, London","Richard Hamilton: The Late Works","http://www.nationalgallery.org.uk/whats-on/exhibitions/richard-hamilton-the-late-works"
"20120513063210","2012-05-13 06:32:10 GMT","","2012-05-26","2012-08-19","Albertina, Wien","Albertina Contemporary – From Gerhard Richter to Maria Lassnig","http://albertina.at:80/jart/prj3/albertina/main.jart?rel=en&reserve-mode=active&content-id=1202307119323&ausstellungen_id=1313041138474"
"20120513065231","2012-05-13 06:52:31 GMT","","2012-05-04","2012-10-07","The Queen's Gallery, London","Leonardo da Vinci: Anatomist","http://www.royalcollection.org.uk/exhibitions/leonardo-da-vinci-anatomist"
"20120513065432","2012-05-13 06:54:32 GMT","","2012-11-02","2013-04-14","The Queen's Gallery, London","The Northern Renaissance: Dürer to Holbein","http://www.royalcollection.org.uk/exhibitions/the-northern-renaissance-durer-to-holbein-BP"
"20120513120513","2012-05-13 12:05:13 GMT","2014-09-16 13:19:17 GMT","2014-09-20","2015-03-01","Gemeentemuseum, Den Haag","Mark Rothko","http://www.gemeentemuseum.nl/en/exhibitions/mark-rothko"
"20120514070331","2012-05-14 07:03:31 GMT","2012-08-04 08:28:02 GMT","2012-08-04","2012-11-04","Scottish National Gallery of Modern Art, Edinburgh","Picasso and Modern British Art","http://www.nationalgalleries.org/whatson/exhibitions/picasso-modern-british-art/"
"20120514084229","2012-05-14 08:42:29 GMT","","2012-06-23","2012-09-30","Museum Ludwig, Köln","Claes Oldenburg","http://www.museenkoeln.de/museum-ludwig/default.asp?s=3811"
"20120514084429","2012-05-14 08:44:29 GMT","2012-05-14 09:11:06 GMT","2012-10-27","2013-02-03","Museum Ludwig, Köln","David Hockney: A Bigger Picture","http://www.museenkoeln.de/museum-ludwig/default.asp?s=3852"
"20120514090655","2012-05-14 09:06:55 GMT","","2012-01-19","2012-09-02","Mumok, Wien","Pop and the Sixties","http://www.mumok.at/programme/exhibitions/pop-and-the-sixties/?L=1"
"20120514120304","2012-05-14 12:03:04 GMT","2012-05-14 12:05:55 GMT","2012-05-26","2012-08-26","Gemäldegalerie Alte Meister, Dresden","The Sistine Madonna. Raphael's iconic painting turns 500","http://www.skd.museum/en/special-exhibitions/preview/the-sistine-madonna-raphaels-iconic-painting-turns-500/index.html"
"20120514122656","2012-05-14 12:26:56 GMT","2013-04-09 07:15:52 GMT","2013-10-16","2014-03-09","Tate Modern, London","Paul Klee","http://www.tate.org.uk/whats-on/tate-modern/exhibition/paul-klee"
"20120514175333","2012-05-14 17:53:33 GMT","2012-05-14 18:18:01 GMT","2012-11-16","2013-02-24","Lehmbruckmuseum, Duisburg","Otto Mueller","http://www.duisburg.de/micro2/lehmbruck_en/ausstellungen/wechselausstellungen/mueller.php"
"20120522142335","2012-05-22 14:23:35 GMT","2012-05-30 13:34:03 GMT","2012-10-06","2013-01-13","Turner Contemporary, Margate","Alex Katz: Give Me Tomorrow","http://www.turnercontemporary.org/exhibitions/alex-katz"
"20120522142635","2012-05-22 14:26:35 GMT","2012-07-09 09:05:22 GMT","2012-10-03","2013-01-06","Petit Palais, Paris","Les photographes du cercle de Gustave Le Gray","http://www.petitpalais.paris.fr/fr/expositions/modernisme-ou-modernite"
"20120523061436","2012-05-23 06:14:36 GMT","","2012-05-26","2012-09-23","Turner Contemporary, Margate","Tracey Emin: She Lay Down Deep Beneath the Sea","http://www.turnercontemporary.org/exhibitions/tracey-emin-she-lay-down-deep-beneath-the-sea"
"20120526081227","2012-05-26 08:12:27 GMT","","2012-06-20","2012-09-16","Dulwich Picture Gallery, London","Philip Haas: The Four Seasons","http://www.dulwichpicturegallery.org.uk/exhibitions/coming_soon/philip_haas_the_four_seasons.aspx"
"20120530210410","2012-05-30 21:04:10 GMT","2012-05-30 21:08:28 GMT","2012-09-19","2012-12-23","Estorick Collection, London","Bruno Munari: My Futurist Past","http://www.estorickcollection.com/"
"20120531214719","2012-05-31 21:47:19 GMT","2012-10-15 15:20:20 GMT","2012-10-13","2013-02-03","Mumok, Wien","Dan Flavin","http://www.mumok.at/programm/ausstellungen/dan-flavin/"
"20120606093302","2012-06-06 09:33:02 GMT","2012-06-06 09:47:50 GMT","2012-06-12","2012-09-09","Galleria nazionale d'arte moderna, Roma","Warhol: Headlines","http://www.gnam.beniculturali.it/index.php?it/22/archivio-eventi/99/warhol-headlines"
"20120612072456","2012-06-12 07:24:56 GMT","2013-01-15 14:13:36 GMT","2012-10-10","2013-02-03","Grand Palais, Paris","Edward Hopper","http://www.rmn.fr/english/les-musees-et-leurs-expositions-238/grand-palais-galeries-nationales-257/expositions-258/edward-hopper-2926"
"20120612155426","2012-06-12 15:54:26 GMT","2013-03-20 06:21:47 GMT","2013-03-20","2013-06-30","Museum Küppersmühle, Duisburg","Gilbert & George – London Pictures","http://www.museum-kueppersmuehle.de/ausstellungen/aktuelle-ausstellung-joseph-beuys-anselm-kiefer-zeichnungen-gouachen-buecher/"
"20120618191813","2012-06-18 19:18:13 GMT","2012-06-19 06:54:12 GMT","2012-06-09","2012-09-16","Kunsthal, Rotterdam","George Hendrik Breitner – Pioneer of Street Photography","http://www.kunsthal.nl/en-22-711-George-Hendrik-Breitner-.html"
"20120618191834","2012-06-18 19:18:34 GMT","2012-06-19 06:52:57 GMT","2012-09-15","2013-02-10","Kunsthal, Rotterdam","Aristide Maillol","http://www.kunsthal.nl/en-22-697-Aristide-Maillol.html"
"20120618192045","2012-06-18 19:20:45 GMT","2012-11-23 09:57:38 GMT","2012-12-15","2013-04-01","Stedelijk Museum, Amsterdam","Mike Kelley: Themes and Variations from 35 Years","http://www.stedelijk.nl/en/40051/exhibition-mike-kelley"
"20120619072853","2012-06-19 07:28:53 GMT","","2012-06-29","2012-09-30","Museum Küppersmühle, Duisburg","Joseph Beuys – Anselm Kiefer","http://www.museum-kueppersmuehle.de/en/exhibitions/upcoming-exhibitions/"
"20120623091132","2012-06-23 09:11:32 GMT","","2012-06-29","2012-07-31","UCA, Canterbury","Munich '72: Design Legacy","http://munich72.org/"
"20120707144758","2012-07-07 14:47:58 GMT","2012-10-19 06:50:58 GMT","2012-06-21","2012-11-11","Museo d’Arte Contemporanea di Roma","NEON. La materia luminosa dell’arte","http://museomacro.org/it/neon-la-materia-luminosa-dell’arte"
"20120709084324","2012-07-09 08:43:24 GMT","2013-02-27 06:50:26 GMT","2013-02-23","2013-08-11","Vitra Design Museum, Weil am Rhein","Louis Kahn – The Power of Architecture","http://www.design-museum.de/en/exhibitions/current-exhibitions.html"
"20120710123012","2012-07-10 12:30:12 GMT","2012-12-12 08:49:25 GMT","2012-03-16","2013-03-17","Le Musée en Herbe, Paris","Vasarely vous a à l’oeil","http://60gp.ovh.net/~museeenh/index.php?/expositions/vasarely-vous-a-a-loeil/"
"20120711071108","2012-07-11 07:11:08 GMT","","2012-06-27","2012-09-09","Estorick Collection, London","In Astratto – Abstraction in Italy 1930-1980","http://www.estorickcollection.com/exhibitions/"
"20120711160814","2012-07-11 16:08:14 GMT","","2012-06-20","2012-09-16","Kunst- und Ausstellungshalle der Bundesrepublik Deutschland, Bonn","Am Anfang. Anselm Kiefer. Werke aus dem Privatbesitz Hans Grothe","http://www.bundeskunsthalle.de/index.htm?ausstellungen/index.htm"
"20120711163456","2012-07-11 16:34:56 GMT","2012-07-11 17:07:11 GMT","2012-06-23","2012-11-04","Museum Frieder Burda, Baden-Baden","Léger - Laurens. Tête-à-Tête","http://www.museum-frieder-burda.de/LEGER-LAURENS-Tete-a-Tete.907.0.html?&L=0=399"
"20120712095352","2012-07-12 09:53:52 GMT","2013-02-28 13:17:16 GMT","2013-01-19","2013-06-02","Museum Frieder Burda, Baden-Baden","Matta. Fiktionen","http://www.museum-frieder-burda.de/Aktuelle-Ausstellung.97.0.html"
"20120712100211","2012-07-12 10:02:11 GMT","","2012-06-23","2012-11-04","Museum Frieder Burda, Baden-Baden","Jean-Michel Othoniel","http://www.museum-frieder-burda.de/JEAN-MICHEL-OTHONIEL.908.0.html?&L=0&shadow=399"
"20120713110646","2012-07-13 11:06:46 GMT","2012-10-15 15:19:36 GMT","2012-10-13","2013-01-06","Musée Bonnard, Le Cannet","Misia, Reine de Paris","http://www.museebonnard.fr/expositions/213-lexposition-temporaire-misia"
"20120714131105","2012-07-14 13:11:05 GMT","2012-07-14 13:35:16 GMT","2012-07-14","2012-10-28","Statens Museum for Kunst, København","Matisse – Doubles and Variations","http://www.smk.dk/en/explore-the-art/exhibitions/matisse-doubles-and-variations/"
"20120716071242","2012-07-16 07:12:42 GMT","2012-09-29 08:26:13 GMT","2012-09-26","2013-01-20","Städel Museum, Frankfurt","Dark Romanticism. From Goya to Max Ernst","http://www.staedelmuseum.de/sm/index.php?StoryID=1463&websiteLang=en"
"20120720163311","2012-07-20 16:33:11 GMT","","2012-07-20","2012-10-21","Museum für Fotografie, Berlin","The Colonial Eye. Early Portrait Photography in India","http://www.smb.museum/smb/kalender/details.php?lang=en&objID=22818"
"20120802093834","2012-08-02 09:38:34 GMT","2012-10-18 19:44:32 GMT","2012-10-18","2013-02-17","MAXXI, Roma","L’Italia di Le Corbusier","http://www.fondazionemaxxi.it/2012/10/15/litalia-di-le-corbusier-2/?lang=en"
"20120825215004","2012-08-25 21:50:04 GMT","2013-01-26 20:24:58 GMT","2013-01-27","2013-05-26","Fondation Beyeler, Basel","Ferdinand Hodler","http://www.fondationbeyeler.ch/en/exhibitions/ferdinand-hodler/introduction"
"20120919063627","2012-09-19 06:36:27 GMT","2012-11-21 10:40:36 GMT","2012-11-21","2013-03-25","Centre Pompidou, Paris","Dalí","http://www.centrepompidou.fr/en"
"20120919063841","2012-09-19 06:38:41 GMT","","2012-10-17","2013-01-14","Centre Pompidou, Paris","Voici Paris – Photographic Modernities, 1920-1950","http://www.centrepompidou.fr/Pompidou/Manifs.nsf/0/6296AC3F4B3E2BD2C1257A1700463AB8?OpenDocument&sessionM=2.1.3&L=2&form=Actualite"
"20120919194614","2012-09-19 19:46:14 GMT","","2013-02-07","2013-05-27","National Portrait Gallery, London","Man Ray Portraits","http://www.npg.org.uk//whatson/man-ray-portraits/exhibition.php"
"20120920072635","2012-09-20 07:26:35 GMT","2013-02-04 15:13:48 GMT","2012-11-19","2013-02-24","Museo de Bellas Artes de Bilbao","Giovanni Battista Piranesi","http://www.museobilbao.com/in/exposiciones/giovanni-battista-piranesi-197"
"20120920073340","2012-09-20 07:33:40 GMT","","2013-02-01","2013-05-06","Turner Contemporary, Margate","Carl Andre: Mass & Matter","http://www.turnercontemporary.org/exhibitions/carl-andre"
"20120921090507","2012-09-21 09:05:07 GMT","","2012-10-16","2013-01-20","Jeu de Paume, Paris","Manuel Álvarez Bravo. A Photographer on the Watch (1902-2002)","http://www.jeudepaume.org/index.php?page=article&idArt=1631&lieu=7&idImg=1761"
"20120921090928","2012-09-21 09:09:28 GMT","","2012-09-22","2013-01-06","Museum Ludwig, Köln","CO-MIX: Art Spiegelman","http://www.museenkoeln.de/museum-ludwig/default.asp?s=3940"
"20120921091903","2012-09-21 09:19:03 GMT","2012-10-19 06:47:26 GMT","2012-10-19","2013-01-20","Museum Küppersmühle, Duisburg","Bernard Schultze – Counter-reality","http://www.museum-kueppersmuehle.de/index.html"
"20120924134806","2012-09-24 13:48:06 GMT","2012-11-30 15:26:00 GMT","2012-12-01","2013-04-28","Staatsgalerie, Stuttgart","FLUXUS! ›Anti-Art‹ Is Also Art","http://www.staatsgalerie.de/ausstellung_e/vorabinfo.php?id=95"
"20120924135058","2012-09-24 13:50:58 GMT","2013-04-06 07:11:42 GMT","2013-01-16","2013-04-28","Estorick Collection, London","Giorgio Morandi","http://www.estorickcollection.com/exhibitions/index.php"
"20120924141429","2012-09-24 14:14:29 GMT","2013-01-12 08:53:54 GMT","2013-04-19","2013-08-18","Musée d'Art Moderne de la Ville de Paris","Keith Haring","http://www.mam.paris.fr/en/expositions/keith-haring-0"
"20120930093307","2012-09-30 09:33:07 GMT","2012-11-02 09:58:23 GMT","2012-11-02","2013-02-03","Louisiana Museum of Modern Art, Humlebæk","Anri Sala","http://www.louisiana.dk/uk/Menu/Exhibitions/Anri+Sala"
"20120930094255","2012-09-30 09:42:55 GMT","2013-06-15 06:16:47 GMT","2013-06-15","2013-10-13","Museum Frieder Burda, Baden-Baden","Emil Nolde","http://www.museum-frieder-burda.de/Ausstellungen.9.0.html"
"20121002065525","2012-10-02 06:55:25 GMT","","2013-08-09","2013-10-13","Wallraf-Richartz Museum, Köln","Klecksography – Between Finger Exercises and Psychology","http://www.wallraf.museum/index.php?id=251&L=1"
"20121003071806","2012-10-03 07:18:06 GMT","","2012-10-11","2013-01-14","Louvre, Paris","Late Raphael","http://www.louvre.fr/en/expositions/late-raphael"
"20121024134111","2012-10-24 13:41:11 GMT","2013-01-20 14:40:00 GMT","2013-01-20","2013-05-05","Teylers Museum, Haarlem","Pierre-Joseph Redouté","http://www.teylersmuseum.eu/index.php?item=71&page=47&lang=nl"
"20121024135507","2012-10-24 13:55:07 GMT","2013-02-18 23:11:39 GMT","2013-01-08","2013-03-03","Louisiana Museum of Modern Art, Humlebæk","Andy Warhol - Early Drawings","http://www.louisiana.dk/uk/Menu/Exhibitions/Warhol+-+Early+Drawings"
"20121024135640","2012-10-24 13:56:40 GMT","2013-02-22 08:19:55 GMT","2013-02-22","2013-06-09","Louisiana Museum of Modern Art, Humlebæk","Pop Art Design","http://www.louisiana.dk/uk/Menu/Exhibitions/Pop+Art+Design"
"20121027091612","2012-10-27 09:16:12 GMT","2014-04-01 07:22:58 GMT","2014-02-28","2014-06-15","Statens Museum for Kunst, København","Asger Jorn","http://www.smk.dk/en/visit-the-museum/exhibitions/asger-jorn-restless-rebel/"
"20121030160536","2012-10-30 16:05:36 GMT","2013-01-31 08:57:44 GMT","2012-10-31","2013-02-17","Munch-museet, Oslo","Edvard Munch: The Modern Eye","http://www.munch.museum.no/"
"20121113082709","2012-11-13 08:27:09 GMT","2013-06-03 09:46:56 GMT","2013-03-05","2013-06-23","Musée d'Orsay, Paris","The Angel of the Odd. Dark Romanticism from Füssli to Max Ernst","http://www.musee-orsay.fr/en/events/exhibitions/in-the-musee-dorsay/exhibitions-in-the-musee-dorsay/article/lange-du-bizarre-35087.html?tx_ttnews%5BbackPid%5D=254&cHash=d1990e571c"
"20121114233016","2012-11-14 23:30:16 GMT","2012-11-15 10:55:44 GMT","2012-11-09","2013-04-28","National Maritime Museum, London","Ansel Adams: Photography from the Mountains to the Sea","http://www.rmg.co.uk/visit/events/ansel-adams"
"20121119193836","2012-11-19 19:38:36 GMT","2012-11-19 19:41:20 GMT","2013-02-02","2013-05-20","Gemeentemuseum Den Haag","Gustave Caillebotte: an impressionist and photography","http://www.gemeentemuseum.nl/en/exhibitions/gustave-caillebotte"
"20121119195049","2012-11-19 19:50:49 GMT","2013-02-26 08:38:28 GMT","2013-09-21","2014-01-19","Museum Boijmans Van Beuningen, Rotterdam","Oskar Kokoschka – People and animals","http://www.boijmans.nl/en/7/calendar-exhibitions/calendaritem/1190/oskar-kokoschka-people-and-animals"
"20121119195238","2012-11-19 19:52:38 GMT","","2012-10-13","2013-02-10","Museum Boijmans Van Beuningen, Rotterdam","The Road to Van Eyck","http://www.boijmans.nl/en/7/calendar-exhibitions/calendaritem/883/the-road-to-van-eyck"
"20121119200746","2012-11-19 20:07:46 GMT","2013-04-06 07:18:33 GMT","2013-02-14","2013-05-27","Courtauld Gallery, London","Becoming Picasso: Paris 1901","http://www.courtauld.ac.uk/gallery/exhibitions/2013/becoming-picasso/index.shtml"
"20121123094702","2012-11-23 09:47:02 GMT","","2012-11-09","2013-03-03","Museo del Novecento, Milano","Programmare l'arte. Olivetti e le Neoavanguardie cinetiche","http://museodelnovecento.org/le-mostre/51-exibitions-cat/exhibitions-over-time/267-programmare-l-arte-olivetti-e-le-neoavanguardie-cinetiche"
"20121123101659","2012-11-23 10:16:59 GMT","2013-04-06 07:20:36 GMT","2013-03-22","2013-06-09","Museo Thyssen-Bornemisza, Madrid","Hyperrealism 1967-2012","http://www.museothyssen.org/en/thyssen/exposiciones_actuales/102"
"20121123131626","2012-11-23 13:16:26 GMT","2013-06-04 06:04:48 GMT","2013-06-04","2013-09-15","Museo Thyssen-Bornemisza, Madrid","Pissarro","http://www.museothyssen.org/en/thyssen/exposiciones_actuales/103"
"20121123132027","2012-11-23 13:20:27 GMT","2013-10-09 09:00:16 GMT","2013-10-08","2014-01-12","Museo Thyssen-Bornemisza, Madrid","Surrealism and the Dream","http://www.museothyssen.org/en/thyssen/exposiciones_actuales/104"
"20121123133557","2012-11-23 13:35:57 GMT","2012-11-23 13:38:34 GMT","2013-05-28","2013-09-01","Jeu de Paume, Paris","Lorna Simpson","http://www.jeudepaume.org/index.php?page=article&idArt=1836&lieu=7"
"20121123134203","2012-11-23 13:42:03 GMT","","2013-02-26","2013-05-12","Jeu de Paume, Paris","Laure Albin Guillot (1879–1962), The Question of Classicism","http://www.jeudepaume.org/index.php?page=article&idArt=1821&lieu=7"
"20121123135049","2012-11-23 13:50:49 GMT","","2013-10-15","2014-01-26","Jeu de Paume, Paris","Natacha Nisic. Echo","http://www.jeudepaume.org/index.php?page=article&idArt=1839&lieu=7"
"20121123135613","2012-11-23 13:56:13 GMT","","2013-10-15","2014-01-26","Jeu de Paume, Paris","Erwin Blumenfeld","http://www.jeudepaume.org/index.php?page=article&idArt=1838&lieu=7"
"20121123204225","2012-11-23 20:42:25 GMT","","2012-10-13","2013-01-27","Museum De Pont, Tilburg","Anish Kapoor","http://www.depont.nl/nc/en/exhibitions/program/release/pers/-e14b17d459/"
